"pkSurvey_ID"	"region"	"fkTransect"	"transect"	"ts"	"CountOfpksurvey_at_site"	"family"	"fam_sci"	"genus"	"species"	"AvgOfquantity"	"aspect"	"direction"	"exposure"	"Rugosity"	"Variety"	"Height"	"refuge_size_categories"	"live_cover"	"hard_substratum"	"depth1"	"guild"	"DS"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Angelfish"	"Pomacanthidae"			3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Varied diet"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"auriga"	1.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Corallivore/Invertivore"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	5.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Corallivore/Invertivore"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"guttatissimus"	2.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Corallivore/Invertivore"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	1.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Corallivore/Invertivore"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Groupers"	"Epinephelidae"			12.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Piscivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Groupers"	"Epinephelidae"	"Epinephelus"	"tukula"	1.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Piscivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Groupers"	"Epinephelidae"	"Plectropomus"	"laevis"	3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Piscivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Piscivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Parrotfish"	"Scaridae"			3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Herbivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Pufferfish"	"Tetraodontidae"			2.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Invertivores*"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Snappers"	"Lutjanidae"			11.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Piscivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Soldierfish"	"Holocentridae"			3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Planktivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		12.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Herbivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Zebrasoma"		3.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Herbivores"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Sweetlips"	"Haemulidae"			30.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Invertivores*"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Triggerfish"	"Balistidae"	"Balistoides"	"viridescens"	2.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Invertivores*"	"deep"
1	"Polymnie"	1	"T01"	"t01.d"	1	"Wrasse"	"Labridae"	"Cheilinus"	"undulatus"	2.00	1	"N"	"medium"	4	4	3	4	4	4	1	"Invertivores*"	"deep"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Angelfish"	"Pomacanthidae"			4.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Varied diet"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"citrinellus"	1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	4.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"lunula"	24.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Groupers"	"Epinephelidae"			6.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Groupers"	"Epinephelidae"	"Epinephelus"	"tukula"	1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Parrotfish"	"Scaridae"			3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Pufferfish"	"Tetraodontidae"			3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Invertivores*"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Snappers"	"Lutjanidae"			505.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Soldierfish"	"Holocentridae"			8.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Planktivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		10.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	2	"Surgeonsfishes"	"Acanthuridae"	"Zebrasoma"		51.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Sweetlips"	"Haemulidae"			3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Invertivores*"	"shallow"
3	"Polymnie"	1	"T01"	"t01.s"	1	"Triggerfish"	"Balistidae"	"Balistoides"	"viridescens"	2.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Invertivores*"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Angelfish"	"Pomacanthidae"			2.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Varied diet"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"auriga"	2.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"xanthocephalus"	2.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Corallivore/Invertivore"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Groupers"	"Epinephelidae"			1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Parrotfish"	"Scaridae"			3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Pufferfish"	"Tetraodontidae"			1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Invertivores*"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Snappers"	"Lutjanidae"			11.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Piscivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Soldierfish"	"Holocentridae"			4.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Planktivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		10.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Zebrasoma"		3.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Herbivores"	"shallow"
4	"Polymnie"	1	"T01"	"t01.s"	1	"Sweetlips"	"Haemulidae"			1.00	1	"N"	"medium"	5	5	5	5	5	5	2	"Invertivores*"	"shallow"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Angelfish"	"Pomacanthidae"			2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Varied diet"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Bannerfish"	"Chaetodontidae"	"Heniochus"	"acuminatus"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"falcula"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"lunula"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"melannotus"	3.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"mertensii"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	2.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Corallivore/Invertivore"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Hemitaurichthys"	"zoster"	7.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Planktivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Emperors"	"Lethrinidae"			3.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Invertivores*"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Groupers"	"Epinephelidae"			5.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Piscivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	4.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Piscivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Moorish Idol"	"Zanclidae"	"Zanclus"	"cornuta"	3.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Varied diet"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Snappers"	"Lutjanidae"			17.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Piscivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Soldierfish"	"Holocentridae"			8.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Planktivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		7.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Herbivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Ctenochaetus"		15.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Herbivores"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Triggerfish"	"Balistidae"			3.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Invertivores*"	"deep"
5	"Polymnie"	4	"T04"	"t04.d"	1	"Wrasse"	"Labridae"	"Cheilinus"	"undulatus"	1.00	1	"N"	"medium"	3	4	3	2	2	4	1	"Invertivores*"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Angelfish"	"Pomacanthidae"			1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Varied diet"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"guttatissimus"	2.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"interruptus"	2.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"kleinii"	1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"melannotus"	3.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	2.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"trifasciatus"	1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Corallivore/Invertivore"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Butterflyfish"	"Chaetodontidae"	"Hemitaurichthys"	"zoster"	49.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Planktivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Emperors"	"Lethrinidae"			3.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Invertivores*"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Groupers"	"Epinephelidae"			6.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Piscivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Groupers"	"Epinephelidae"	"Plectropomus"	"laevis"	1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Piscivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Piscivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		5.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Herbivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Ctenochaetus"		8.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Herbivores"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Triggerfish"	"Balistidae"			9.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Invertivores*"	"deep"
6	"Polymnie"	4	"T04"	"t04.d"	1	"Triggerfish"	"Balistidae"	"Sufflamen"	"chrysopterus"	1.00	1	"N"	"medium"	3	4	3	1	3	4	1	"Invertivores*"	"deep"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"melannotus"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Corallivore/Invertivore"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	2.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Corallivore/Invertivore"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Groupers"	"Epinephelidae"			5.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Groupers"	"Epinephelidae"	"Epinephelus"	"polyphekadion"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Groupers"	"Epinephelidae"	"Variola"	"louti"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Moorish Idol"	"Zanclidae"	"Zanclus"	"cornuta"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Varied diet"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Parrotfish"	"Scaridae"			6.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Herbivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Snappers"	"Lutjanidae"			16.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		7.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Herbivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Surgeonsfishes"	"Acanthuridae"	"Naso"		3.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Planktivores"	"shallow"
7	"Polymnie"	4	"T04"	"t04.s"	3	"Triggerfish"	"Balistidae"			4.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Invertivores*"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"auriga"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Corallivore/Invertivore"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"trifasciatus"	2.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Corallivore/Invertivore"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"xanthocephalus"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Corallivore/Invertivore"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Emperors"	"Lethrinidae"			1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Invertivores*"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Groupers"	"Epinephelidae"			4.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Groupers"	"Epinephelidae"	"Epinephelus"	"lanceolatus"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	3.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Snappers"	"Lutjanidae"			8.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Piscivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		20.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Herbivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Ctenochaetus"		13.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Herbivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Surgeonsfishes"	"Acanthuridae"	"Naso"		3.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Planktivores"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Triggerfish"	"Balistidae"			27.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Invertivores*"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Wrasse"	"Labridae"	"Cheilinus"	"trilobatus"	1.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Invertivores*"	"shallow"
8	"Polymnie"	4	"T04"	"t04.s"	1	"Wrasse"	"Labridae"	"Cheilinus"	"undulatus"	2.00	1	"N"	"medium"	3	4	3	3	2	4	2	"Invertivores*"	"shallow"
9	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"auriga"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Corallivore/Invertivore"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"falcula"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Corallivore/Invertivore"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"kleinii"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Corallivore/Invertivore"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"mertensii"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Corallivore/Invertivore"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Corallivore/Invertivore"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Groupers"	"Epinephelidae"			5.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Piscivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Groupers"	"Epinephelidae"	"Variola"	"louti"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Piscivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Parrotfish"	"Scaridae"			1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Herbivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Snappers"	"Lutjanidae"			1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Piscivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		3.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Herbivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Ctenochaetus"		9.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Herbivores"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Triggerfish"	"Balistidae"			5.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Invertivores*"	"deep"
9	"Malabar"	7	"T07"	"t07.d"	1	"Triggerfish"	"Balistidae"	"Sufflamen"	"chrysopterus"	1.00	1	"N"	"medium"	2	2	2	1	2	2	1	"Invertivores*"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Angelfish"	"Pomacanthidae"			2.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Varied diet"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	2.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Corallivore/Invertivore"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Groupers"	"Epinephelidae"			5.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Piscivores"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Moorish Idol"	"Zanclidae"	"Zanclus"	"cornuta"	3.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Varied diet"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Snappers"	"Lutjanidae"			1.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Piscivores"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Acanthurus"		4.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Herbivores"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Ctenochaetus"		1.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Herbivores"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Surgeonsfishes"	"Acanthuridae"	"Naso"		30.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Planktivores"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Triggerfish"	"Balistidae"			27.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Invertivores*"	"deep"
10	"Malabar"	7	"T07"	"t07.d"	1	"Triggerfish"	"Balistidae"	"Sufflamen"	"chrysopterus"	2.00	1	"N"	"medium"	4	3	3	2	3	4	1	"Invertivores*"	"deep"
11	"Malabar"	7	"T07"	"t07.s"	1	"Angelfish"	"Pomacanthidae"			1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Varied diet"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Bannerfish"	"Chaetodontidae"	"Heniochus"	"monoceros"	1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Corallivore/Invertivore"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"auriga"	1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Corallivore/Invertivore"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"flavissimus"	1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Corallivore/Invertivore"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"meyersi"	3.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Corallivore/Invertivore"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Butterflyfish"	"Chaetodontidae"	"Chaetodon"	"trifasciatus"	1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Corallivore/Invertivore"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Groupers"	"Epinephelidae"			5.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Piscivores"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Groupers"	"Epinephelidae"	"Epinephelus"	"tukula"	1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Piscivores"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Parrotfish"	"Scaridae"			9.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Herbivores"	"shallow"
11	"Malabar"	7	"T07"	"t07.s"	1	"Pufferfish"	"Tetraodontidae"			1.00	1	"N"	"medium"	4	4	4	4	3	4	2	"Invertivores*"	"shallow"
