transect	T01d	T01s	T07d	T07s	T13d	T13s	T19d	T19s	T25d	T25s	T37d	T37s	T43d	T43s	T49d	T49s	T55d	T55s	T61d	T61s	T67d	T67s	T71d	T71s	T75d	T75s	T79d	T79s	T04d	T04s	T16d	T16s	T10s	T22d	T22s	T28d	T28s	T34d	T34s	T40d	T40s	T46d	T46s	T51d	T51s	T58d	T58s	T64d	T64s	T69s	T73d	T73s	T77d	T77s	T81d	T81s
Acropora.palifera.ACP	2	123	0	11	1	7	0	0	0	1	1	0	0	0	0	0	0	0	0	8	0	61	0	28	0	47	0	27	0	112	0	0	8	8	248	0	0	1	0	8	0	3	0	0	17	0	4	7	42	2	0	68	0	9	3	29
Acropora.recruit.ARCREC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0
Acropora.short.branching.stag.ACB	39	22	1	24	0	3	0	15	9	0	0	0	5	8	18	51	28	37	15	3	16	7	6	6	9	8	0	14	19	5	2	8	3	47	72	9	6	8	1	0	0	15	102	667	281	5	8	6	3	5	11	6	2	1	3	11
Acropora.staghorn.ACS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0
Acropora.tabular.ACT	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	7	27	96	0	0	0	0	0	0	0	0	0	0	0	0
Anomastrea.ANOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0
Astreopora.ASTR	0	0	4	0	0	1	4	0	0	0	13	21	2	0	35	2	4	0	0	0	5	4	1	3	0	1	0	7	0	0	5	1	0	3	5	1	15	0	3	0	4	0	3	0	1	0	0	4	4	1	0	6	3	6	0	0
Branching.Hard.Coral.Unident.CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coscinaraea.COSC	0	0	0	0	0	3	1	1	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cycloseris.CYCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cynarina.CYAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyphastrea.CYPH	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1
Diaseris.DIAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echinophyllia.ECHIPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Echinopora.ECHIO	29	30	4	5	0	4	11	7	1	14	0	0	2	0	0	0	5	22	15	0	47	6	10	1	10	12	8	0	8	7	13	8	0	61	72	0	8	19	0	12	0	30	1	2	2	11	10	0	0	0	9	1	16	6	5	15
Encrusting.Hard.Coral.Unident.CE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Favia.FAVA	4	1	2	0	0	1	4	4	1	1	0	3	1	0	0	0	3	0	5	1	2	5	3	3	2	1	8	3	1	7	3	2	0	16	2	0	32	2	0	8	0	12	0	0	1	4	1	2	3	0	7	0	15	0	18	6
Favites.FAVT	3	3	1	4	1	3	0	2	0	1	1	0	0	4	1	10	7	3	7	1	1	1	3	2	0	2	2	1	3	5	1	5	0	2	4	3	4	10	0	21	5	3	8	0	43	12	8	10	8	2	2	3	9	1	1	6
Foliose.Hard.Coral.Unident.CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungia.FUNG	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	1	0	0	0	1	3	3	0
Galaxea.astreata.GALA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galaxea.fascicularis.GALF	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	1	0	0	1	0	7	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	2	0
Gardineroseris.GARD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	4	0	2	2
Goniastrea.GONIA	7	2	1	0	0	4	13	1	2	6	0	0	0	0	10	0	9	0	13	0	12	7	9	10	7	1	17	10	13	3	6	10	0	21	2	0	0	0	0	0	0	5	0	0	13	3	20	1	1	0	14	2	24	0	5	4
Goniopora.GONP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	10	0	0	2	0	6	49	0	0	1	0	0	0	0	0	0	0	0	0	0
Halomitra.HALOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Herpolitha.HERP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	90	0	0	5	6	2	0	0	0	0	0	0	0	0	0
